Token	Repeticiones	#Documentos	IDF
szerzot	3	3	2.227029
szerzovel	1	1	2.704151
szes	2	1	2.704151
szesz	1	1	2.704151
szeszkereskedo	1	1	2.704151
szet	11	8	1.801061
szetbomlasa	1	1	2.704151
szetbontjuk	1	1	2.704151
szetdarabolastol	1	1	2.704151
szetdarabolni	1	1	2.704151
szetek	1	1	2.704151
szetes	1	1	2.704151
szetesen	5	3	2.227029
szetesese	1	1	2.704151
szetesett	1	1	2.704151
szetesik	1	1	2.704151
szetfoszlik	1	1	2.704151
szethordtak	1	1	2.704151
szethullas	1	1	2.704151
szethullik	1	1	2.704151
szethuzas	4	3	2.227029
szetmalladozo	1	1	2.704151
szetnek	1	1	2.704151
szetnez	2	1	2.704151
szetolvadt	1	1	2.704151
szetosztasa	1	1	2.704151
szetraghatjak	1	1	2.704151
szetrajz	1	1	2.704151
szetrombolo	1	1	2.704151
szetrothadnak	2	1	2.704151
szetszakadt	1	1	2.704151
szetszakitja	1	1	2.704151
szetszort	2	2	2.403121
szettartonak	1	1	2.704151
szettekintes	2	1	2.704151
szetterjedhet	1	1	2.704151
szetvalasaval	1	1	2.704151
szetvalt	1	1	2.704151
szetveresere	1	1	2.704151
szetverni	1	1	2.704151
szetzilalasara	1	1	2.704151
szetzilalolag	1	1	2.704151
szex	1	1	2.704151
szexualis	2	2	2.403121
szexualispornografiat	1	1	2.704151
szezon	2	2	2.403121
szezonban	2	2	2.403121
szezonz	1	1	2.704151
szf	2	2	2.403121
szfera	5	4	2.102091
szferaban	9	5	2.005181
szferaja	1	1	2.704151
szferajaban	1	1	2.704151
szferara	1	1	2.704151
szferat	1	1	2.704151
szfki	1	1	2.704151
szhez	1	1	2.704151
szi	1	1	2.704151
sziami	1	1	2.704151
sziberia	1	1	2.704151
sziberiaban	1	1	2.704151
sziberiai	2	2	2.403121
szidalmazasert	1	1	2.704151
szidanko	1	1	2.704151
szidnak	1	1	2.704151
sziget	4	2	2.403121
szigeteken	1	1	2.704151
szigeteki	1	1	2.704151
szigetelve	1	1	2.704151
szigeten	2	2	2.403121
szigethy	2	1	2.704151
szigetk	2	1	2.704151
szigetkozben	1	1	2.704151
szigetszentmiklosi	1	1	2.704151
szignifikans	1	1	2.704151
szigora	1	1	2.704151
szigorarol	1	1	2.704151
szigoraval	3	3	2.227029
szigoritana	1	1	2.704151
szigoritas	1	1	2.704151
szigorito	1	1	2.704151
szigorral	1	1	2.704151
szigort	1	1	2.704151
szigoru	7	4	2.102091
szigoruan	8	7	1.859052
szigorubb	3	3	2.227029
szijgyarto	1	1	2.704151
szikejevel	1	1	2.704151
szikra	4	2	2.403121
szil	1	1	2.704151
szilagyi	9	5	2.005181
szilagyialbanian	1	1	2.704151
szilagyicroatian	1	1	2.704151
szilagyidelay	1	1	2.704151
szilagyigermany	1	1	2.704151
szilagyihigh	1	1	2.704151
szilagyihungary	2	2	2.403121
szilagyiinternational	1	1	2.704151
szilagyinecsaszar	1	1	2.704151
szilagyiopposition	1	1	2.704151
szilagyiromania	1	1	2.704151
szilagyiromanian	2	2	2.403121
szilagyiserbian	1	1	2.704151
szilagyithis	1	1	2.704151
szilagyiu	1	1	2.704151
szilaj	1	1	2.704151
szilard	5	5	2.005181
szilardan	1	1	2.704151
szilardra	1	1	2.704151
szilenciumot	1	1	2.704151
szilikonvolgy	4	1	2.704151
szilikonvolgya	1	1	2.704151
szilveszter	1	1	2.704151
szilveszterestejen	1	1	2.704151
szilveszteri	1	1	2.704151
szimataval	1	1	2.704151
szimatot	1	1	2.704151
szimbolumat	1	1	2.704151
szimpatiajuk	1	1	2.704151
szimpatiak	1	1	2.704151
szimpatikus	2	2	2.403121
szimpatikusnak	1	1	2.704151
szimpatizalomagyar	1	1	2.704151
szimpatizansai	1	1	2.704151
szimpatizansaibol	1	1	2.704151
szimpatizansait	1	1	2.704151
szimpatizansok	1	1	2.704151
szimpatizansokat	1	1	2.704151
szin	1	1	2.704151
szinben	1	1	2.704151
szindb	2	1	2.704151
szindinamika	1	1	2.704151
szine	1	1	2.704151
szinehez	1	1	2.704151
szineiben	1	1	2.704151
szines	5	4	2.102091
szinesborueket	2	1	2.704151
szinesfelvonulasokat	1	1	2.704151
szinesfemek	1	1	2.704151
szinfalak	1	1	2.704151
szinfoltja	1	1	2.704151
szinfoltjai	1	1	2.704151
szingapur	1	1	2.704151
szinhaz	9	4	2.102091
szinhazakat	1	1	2.704151
szinhazakra	1	1	2.704151
szinhazat	1	1	2.704151
szinhazepitesehez	1	1	2.704151
szinhazi	1	1	2.704151
szinhazrol	3	3	2.227029
szinhazteremmel	1	1	2.704151
szinhazzal	1	1	2.704151
szinhelye	1	1	2.704151
szinhelyere	1	1	2.704151
szinhelyet	1	1	2.704151
szinjatszast	1	1	2.704151
szinmagyar	1	1	2.704151
szinonimaja	1	1	2.704151
szinpad	1	1	2.704151
szinpadjainkra	1	1	2.704151
szinpadon	1	1	2.704151
szinpadot	1	1	2.704151
szint	11	5	2.005181
szintatjarasara	1	1	2.704151
szintaz	1	1	2.704151
szinte	55	28	1.256992
szinteken	2	1	2.704151
szintelenseg	1	1	2.704151
szintelensege	1	1	2.704151
szinten	68	31	1.212789
szintenadaz	1	1	2.704151
szintenannyi	1	1	2.704151
szintere	1	1	2.704151
szinterebe	1	1	2.704151
szinteren	2	2	2.403121
szintet	6	5	2.005181
szintetikus	1	1	2.704151
szintezisszeru	1	1	2.704151
szintig	1	1	2.704151
szintj	3	1	2.704151
szintje	3	3	2.227029
szintjeire	1	1	2.704151
szintjen	8	4	2.102091
szintjere	2	2	2.403121
szintk	2	1	2.704151
szintnek	1	1	2.704151
szintre	8	8	1.801061
szintreemelese	1	1	2.704151
szintrol	1	1	2.704151
szintu	10	7	1.859052
szintugy	1	1	2.704151
szintutargyalasok	1	1	2.704151
szinuleg	1	1	2.704151
szinvallasideje	1	1	2.704151
szinvonal	1	1	2.704151
szinvonala	2	2	2.403121
szinvonalanak	2	2	2.403121
szinvonalas	3	3	2.227029
szinvonalat	3	2	2.403121
szinvonalaviszont	1	1	2.704151
szinvonalhoz	1	1	2.704151
szinvonalon	1	1	2.704151
szinvonalu	2	2	2.403121
szipolyozas	1	1	2.704151
sziranyi	2	2	2.403121
sziranyijanos	1	1	2.704151
sziszeg	1	1	2.704151
sziszegve	2	1	2.704151
sziszt	1	1	2.704151
szisztemaban	1	1	2.704151
szisztematikus	3	2	2.403121
szit	1	1	2.704151
szitanak	1	1	2.704151
szitani	1	1	2.704151
szitas	1	1	2.704151
szitokszokentemlegetett	1	1	2.704151
szitsunk	1	1	2.704151
szittya	1	1	2.704151
szituacio	1	1	2.704151
szituacioban	2	1	2.704151
szituaciojaval	1	1	2.704151
szitva	1	1	2.704151
sziv	2	1	2.704151
szivacsos	1	1	2.704151
szivaroghattak	1	1	2.704151
szivarogtatni	1	1	2.704151
szivarogtato	1	1	2.704151
szivaros	1	1	2.704151
szivart	1	1	2.704151
szivbeteg	1	1	2.704151
szivbol	1	1	2.704151
szive	1	1	2.704151
szivea	1	1	2.704151
sziveinket	1	1	2.704151
szivekben	1	1	2.704151
sziveket	1	1	2.704151
szivekkel	2	1	2.704151
szivem	2	1	2.704151
szivemre	1	1	2.704151
szives	1	1	2.704151
szivesebben	1	1	2.704151
szivesen	12	10	1.704151
szivessegbol	1	1	2.704151
szivesvendeglatas	1	1	2.704151
szivmutet	1	1	2.704151
szivmuteteig	1	1	2.704151
szivmutetek	1	1	2.704151
szivos	1	1	2.704151
szivroham	2	1	2.704151
szivta	1	1	2.704151
szivu	2	2	2.403121
szivuenkben	1	1	2.704151
szivunk	2	2	2.403121
szivunkben	2	1	2.704151
szivunkre	1	1	2.704151
szivvel	1	1	2.704151
szivvels	1	1	2.704151
szja	6	4	2.102091
szk	2	1	2.704151
szkajbevonatu	1	1	2.704151
szke	1	1	2.704151
szkepszis	1	1	2.704151
szkeptikusok	1	1	2.704151
szkes	2	2	2.403121
szkinhedetoriztek	1	1	2.704151
szl	7	3	2.227029
szlav	7	4	2.102091
szlavneftykezdemenyeztek	1	1	2.704151
szlavnepekkel	1	1	2.704151
szlavok	1	1	2.704151
szlavoniaban	1	1	2.704151
szlavoniai	2	2	2.403121
szleges	1	1	2.704151
szlel	1	1	2.704151
szlelt	1	1	2.704151
szleng	1	1	2.704151
szlobodan	2	2	2.403121
szlogenj	1	1	2.704151
szlov	28	2	2.403121
szlovak	59	15	1.528059
szlovakalapszerzodes	1	1	2.704151
szlovakallamfo	1	1	2.704151
szlovakellenes	1	1	2.704151
szlovaki	1	1	2.704151
szlovakia	31	14	1.558022
szlovakiaba	2	2	2.403121
szlovakiaban	9	7	1.859052
szlovakiabol	1	1	2.704151
szlovakiai	7	4	2.102091
szlovakiaimagyar	1	1	2.704151
szlovakianak	2	2	2.403121
szlovakiara	1	1	2.704151
szlovakiat	4	4	2.102091
szlovakiaval	1	1	2.704151
szlovakiavalegyuttmukodik	1	1	2.704151
szlovakizaltak	1	1	2.704151
szlovakkal	1	1	2.704151
szlovaknemzeti	1	1	2.704151
szlovaknemzetisegu	1	1	2.704151
szlovaknepomuki	1	1	2.704151
szlovakok	12	6	1.925999
szlovakokkal	1	1	2.704151
szlovakoknak	1	1	2.704151
szlovakokszerzodesen	1	1	2.704151
szlovakolajvallalatok	1	1	2.704151
szlovakot	1	1	2.704151
szlovaksag	2	1	2.704151
szlovaksaga	1	1	2.704151
szlovaksaglegkiemelkedobb	1	1	2.704151
szlovaksagot	1	1	2.704151
szloven	2	2	2.403121
szlovenekkel	1	1	2.704151
szlovenia	4	2	2.403121
szloveniaban	1	1	2.704151
szloveniat	2	2	2.403121
szo	100	33	1.185637
szoba	9	7	1.859052
szobabeszegetesekben	1	1	2.704151
szobafogsagra	1	1	2.704151
szobajaban	1	1	2.704151
szobajara	1	1	2.704151
szobakban	1	1	2.704151
szoban	6	6	1.925999
szobas	1	1	2.704151
szobeli	2	2	2.403121
szobol	1	1	2.704151
szobor	3	3	2.227029
szobornal	2	1	2.704151
szobortol	1	1	2.704151
szobra	3	2	2.403121
szobranak	1	1	2.704151
szobraszmuvesz	1	1	2.704151
szobrok	1	1	2.704151
szoc	2	1	2.704151
szocdem	1	1	2.704151
szochnyeteg	1	1	2.704151
szoci	1	1	2.704151
szocialdemokrata	5	4	2.102091
szocialdemokratak	1	1	2.704151
szocialdemokratanak	1	1	2.704151
szocialhazudos	1	1	2.704151
szocialis	56	23	1.342423
szocialisan	5	5	2.005181
szocialises	1	1	2.704151
szocialishelyzetunk	1	1	2.704151
szocialiskarokat	1	1	2.704151
szocialispiacgazdasag	1	1	2.704151
szocialisszempontok	1	1	2.704151
szocialist	3	1	2.704151
szocialista	58	28	1.256992
szocialistak	14	11	1.662758
szocialistakkal	1	1	2.704151
szocialistaknak	1	1	2.704151
szocialistamozgalmak	2	1	2.704151
szocialistanak	1	1	2.704151
szocialistapolitikus	1	1	2.704151
szocializmus	7	6	1.925999
szocializmusban	1	1	2.704151
szocializmusnak	1	1	2.704151
szocializmuso	1	1	2.704151
szocialliberal	1	1	2.704151
szocialliberalis	2	2	2.403121
szocialliberaliseszmeket	1	1	2.704151
szocialliberalisok	1	1	2.704151
szocikkeit	1	1	2.704151
szocikkszerzoje	1	1	2.704151
szocintern	2	1	2.704151
szociofotos	1	1	2.704151
szociokulturalis	1	1	2.704151
szociol	1	1	2.704151
szociologiai	2	2	2.403121
szociologus	3	2	2.403121
szociologuskifejtette	1	1	2.704151
szociologusok	1	1	2.704151
szociomed	1	1	2.704151
szoclib	1	1	2.704151
szocreal	1	1	2.704151
szocs	1	1	2.704151
szocseples	1	1	2.704151
szocsove	1	1	2.704151
szocsovebol	1	1	2.704151
szodi	1	1	2.704151
szodomaban	1	1	2.704151
szoesik	1	1	2.704151
szofiaban	1	1	2.704151
szofiai	2	2	2.403121
szoges	3	2	2.403121
szogesdi	1	1	2.704151
szogezi	4	4	2.102091
szogeznem	1	1	2.704151
szogezte	3	3	2.227029
szojuznyeftexport	1	1	2.704151
szojuznyeftexporttol	1	1	2.704151
szojuznyeftyexport	1	1	2.704151
szok	1	1	2.704151
szokai	1	1	2.704151
szokaiimrevel	1	1	2.704151
szokapcsolatokat	1	1	2.704151
szokapcsolatot	1	1	2.704151
szokas	6	6	1.925999
szokasa	2	2	2.403121
szokasaszerint	1	1	2.704151
szokasba	1	1	2.704151
szokasban	1	1	2.704151
szokashoz	1	1	2.704151
szokasok	2	2	2.403121
szokasokbol	1	1	2.704151
szokasoknak	1	1	2.704151
szokasos	11	9	1.749908
szokasosidoszeru	1	1	2.704151
szokasoskezjegye	1	1	2.704151
szokasoskorabbi	1	1	2.704151
szokatlan	2	2	2.403121
szokatlanul	1	1	2.704151
szokepeter	1	1	2.704151
szokesed	1	1	2.704151
szokik	1	1	2.704151
szokimondast	1	1	2.704151
szokimondobatorsag	1	1	2.704151
szokjunk	1	1	2.704151
szokonapokon	1	1	2.704151
szokott	4	3	2.227029
szokta	2	2	2.403121
szoktak	5	5	2.005181
szoktam	3	3	2.227029
szoktammondani	1	1	2.704151
szoktatjak	1	1	2.704151
szokvanymegdobbento	1	1	2.704151
szokvanyos	1	1	2.704151
szol	31	18	1.448878
szola	1	1	2.704151
szolal	2	2	2.403121
szolalnak	1	1	2.704151
szolalsz	1	1	2.704151
szolalt	1	1	2.704151
szolaltatta	1	1	2.704151
szolalunk	1	1	2.704151
szolamok	1	1	2.704151
szolas	3	3	2.227029
szolaskorlatozo	1	1	2.704151
szolasra	1	1	2.704151
szolasszabadsag	9	5	2.005181
szolasszabadsagot	1	1	2.704151
szolasszabadsagrol	1	1	2.704151
szolasszabadsagugyerol	1	1	2.704151
szolasszabadsagunk	1	1	2.704151
szolg	9	3	2.227029
szolgai	4	3	2.227029
szolgaian	1	1	2.704151
szolgait	1	1	2.704151
szolgajanak	1	1	2.704151
szolgaknak	1	1	2.704151
szolgal	5	5	2.005181
szolgala	1	1	2.704151
szolgalat	9	7	1.859052
szolgalata	1	1	2.704151
szolgalataba	3	2	2.403121
szolgalatabaalltak	1	1	2.704151
szolgalataban	3	3	2.227029
szolgalatanak	2	2	2.403121
szolgalatara	3	2	2.403121
szolgalatba	3	2	2.403121
szolgalatban	2	2	2.403121
szolgalatbol	1	1	2.704151
szolgalati	6	4	2.102091
szolgalatiidot	1	1	2.704151
szolgalatitorvenytervezetet	1	1	2.704151
szolgalatkeszen	1	1	2.704151
szolgalatokhoz	2	1	2.704151
szolgalatot	5	4	2.102091
szolgalatrol	1	1	2.704151
szolgalelk	1	1	2.704151
szolgalhat	1	1	2.704151
szolgalhatja	1	1	2.704151
szolgalhatnakparterdekeket	1	1	2.704151
szolgalja	11	10	1.704151
szolgaljak	3	2	2.403121
szolgalnak	2	2	2.403121
szolgalo	10	10	1.704151
szolgaloja	1	1	2.704151
szolgalt	2	2	2.403121
szolgalta	3	3	2.227029
szolgaltak	4	4	2.102091
szolgaltassanak	1	1	2.704151
szolgaltatas	1	1	2.704151
szolgaltatasa	1	1	2.704151
szolgaltatasaikat	1	1	2.704151
szolgaltatasaival	2	1	2.704151
szolgaltatasi	1	1	2.704151
szolgaltatasok	6	3	2.227029
szolgaltatasoknak	1	1	2.704151
szolgaltatasoknal	2	2	2.403121
szolgaltatast	2	1	2.704151
szolgaltatnak	1	1	2.704151
szolgaltato	24	1	2.704151
szolgaltatok	1	1	2.704151
szolgasag	1	1	2.704151
szolgasagbol	1	1	2.704151
szolhat	3	3	2.227029
szolhatbele	1	1	2.704151
szolhatok	1	1	2.704151
szolid	3	2	2.403121
szolidaris	1	1	2.704151
szolidarisak	1	1	2.704151
szolidarit	1	1	2.704151
szolidaritas	3	2	2.403121
szolidaritaserzesilletlen	1	1	2.704151
szolidaritason	1	1	2.704151
szolidaritasrol	1	1	2.704151
szolidaritast	3	3	2.227029
szolit	2	2	2.403121
szolitjuk	1	1	2.704151
szolitotta	3	2	2.403121
szolitottad	1	1	2.704151
szolitottak	1	1	2.704151
szolj	1	1	2.704151
szoljon	1	1	2.704151
szoljunk	1	1	2.704151
szollosi	4	3	2.227029
szollosine	5	3	2.227029
szolna	4	3	2.227029
szolnak	5	5	2.005181
szolnanak	1	1	2.704151
szolni	3	3	2.227029
szolnia	1	1	2.704151
szolnok	2	2	2.403121
szolnoki	6	3	2.227029
szolnokon	1	1	2.704151
szolnokra	2	1	2.704151
szolo	67	29	1.241753
szoloarisztokratarol	1	1	2.704151
szoloeloterjesztessel	1	1	2.704151
szolojogszabalytervezet	1	1	2.704151
szolok	1	1	2.704151
szolotajekoztatot	1	1	2.704151
szolotorvenyhez	1	1	2.704151
szolotorvenyjavaslat	1	1	2.704151
szolt	32	19	1.425397
szolta	2	2	2.403121
szoltak	5	4	2.102091
szoltam	1	1	2.704151
szolunk	1	1	2.704151
szolva	12	10	1.704151
szolvakuncze	1	1	2.704151
szolvan	1	1	2.704151
szombat	9	6	1.925999
szombathelyentartott	1	1	2.704151
szombati	12	8	1.801061
szombaton	9	6	1.925999
szombatonkijelentette	1	1	2.704151
szomjas	1	1	2.704151
szomor	1	1	2.704151
szomoru	11	11	1.662758
szomoruan	2	1	2.704151
szomorujatek	1	1	2.704151
szomorusag	1	1	2.704151
szomorusagahoz	1	1	2.704151
szomsz	14	3	2.227029
szomszed	4	3	2.227029
szomszedai	1	1	2.704151
szomszedaink	2	1	2.704151
szomszedainkkal	2	2	2.403121
szomszedainknak	1	1	2.704151
szomszedainknato	1	1	2.704151
szomszedbanletezett	1	1	2.704151
szomszedok	3	3	2.227029
szomszedokbol	1	1	2.704151
szomszedoke	1	1	2.704151
szomszedoknal	1	1	2.704151
szomszedos	11	7	1.859052
szomszedsagaban	1	1	2.704151
szomszedsagat	1	1	2.704151
szomszedsagban	1	1	2.704151
szomszedsagi	1	1	2.704151
szomszedsagunkban	1	1	2.704151
szomszedunk	1	1	2.704151
szonak	3	3	2.227029
szonda	9	6	1.925999
szondi	1	1	2.704151
szonok	4	4	2.102091
szonoki	1	1	2.704151
szonokibeszedenek	1	1	2.704151
szonoklatot	2	1	2.704151
szonokok	2	1	2.704151
szonokolnak	1	1	2.704151
szontagh	1	1	2.704151
szonyeg	3	2	2.403121
szonyegeket	1	1	2.704151
szopja	1	1	2.704151
szopjal	1	1	2.704151
szoposmalacok	1	1	2.704151
szoptat	1	1	2.704151
szoptato	1	1	2.704151
szora	4	4	2.102091
szorakozas	1	1	2.704151
szorakozasat	1	1	2.704151
szorakozasbol	2	1	2.704151
szorakozasra	2	1	2.704151
szorakoznak	3	2	2.403121
szorakozo	1	1	2.704151
szorakoztato	1	1	2.704151
szord	1	1	2.704151
szoren	1	1	2.704151
szorg	1	1	2.704151
szorgalmasan	1	1	2.704151
szorgalmaz	3	2	2.403121
szorgalmazo	1	1	2.704151
szorgalmazott	3	2	2.403121
szorgalmazta	4	4	2.102091
szorgalmaztak	1	1	2.704151
szorgalmaztam	1	1	2.704151
szorgalmazza	7	6	1.925999
szorgalmazzak	5	4	2.102091
szorgos	1	1	2.704151
szorgoskodnak	1	1	2.704151
szoritani	3	3	2.227029
szoritasanak	1	1	2.704151
szorithato	2	1	2.704151
szoritja	1	1	2.704151
szoritott	4	3	2.227029
szorjuk	1	1	2.704151
szornyeivel	1	1	2.704151
szornynek	1	1	2.704151
szornyu	4	3	2.227029
szornyusegekrol	1	1	2.704151
szornyuseges	1	1	2.704151
szornyusegesebb	1	1	2.704151
szorol	1	1	2.704151
szorolapjaikon	1	1	2.704151
szorolapokat	1	1	2.704151
szorongas	1	1	2.704151
szorongasos	1	1	2.704151
szorongatasa	1	1	2.704151
szorongatjak	1	1	2.704151
szorongatott	1	1	2.704151
szorongott	1	1	2.704151
szorongova	1	1	2.704151
szorongva	1	1	2.704151
szorongvak	1	1	2.704151
szoros	6	5	2.005181
szorosabb	3	3	2.227029
szorosabbellenorzest	1	1	2.704151
szorosan	3	2	2.403121
szoroskapcsolat	1	1	2.704151
szoroskapcsolatban	1	1	2.704151
szorostul	1	1	2.704151
szorri	1	1	2.704151
szorszalhasogatassal	2	1	2.704151
szort	1	1	2.704151
szorta	1	1	2.704151
szortak	1	1	2.704151
szorul	6	6	1.925999
szoruljon	1	1	2.704151
szoruljunk	1	1	2.704151
szorulna	1	1	2.704151
szorulnak	2	2	2.403121
szorulo	1	1	2.704151
szorult	3	3	2.227029
szorvanyvidek	1	1	2.704151
szorvanyvidekkozigazgatasi	1	1	2.704151
szorzoszamokat	2	1	2.704151
szoszego	1	1	2.704151
szoszekrol	1	1	2.704151
szoszentsege	1	1	2.704151
szoszkovec	1	1	2.704151
szoszolo	1	1	2.704151
szoszoloira	1	1	2.704151
szoszoloja	3	3	2.227029
szot	25	22	1.361728
szote	1	1	2.704151
szott	1	1	2.704151
szottek	1	1	2.704151
szova	1	1	2.704151
szoval	10	7	1.859052
szoveg	17	11	1.662758
szovegbe	2	2	2.403121
szovegben	2	2	2.403121
szovegbol	1	1	2.704151
szovege	4	4	2.102091
szovegebolmegtudhatjuk	1	1	2.704151
szovegeibol	1	1	2.704151
szovegeket	1	1	2.704151
szovegekre	1	1	2.704151
szovegenekkidolgozasa	1	1	2.704151
szoveget	11	7	1.859052
szovegetszorol	1	1	2.704151
szovegfelolvasast	1	1	2.704151
szoveghez	1	1	2.704151
szovegkornyezetebol	1	1	2.704151
szovegmagyarazatra	1	1	2.704151
szovegtervezet	2	1	2.704151
szovesu	2	1	2.704151
szovetet	1	1	2.704151
szovetkezet	12	3	2.227029
szovetkezetenek	1	1	2.704151
szovetkezeti	4	1	2.704151
szovetkezve	2	2	2.403121
szovetseg	47	22	1.361728
szovetsegbe	1	1	2.704151
szovetsege	13	11	1.662758
szovetsegehez	1	1	2.704151
szovetsegeinek	1	1	2.704151
szovetsegenek	8	6	1.925999
szovetseges	7	3	2.227029
szovetsegese	2	2	2.403121
szovetsegeseik	1	1	2.704151
szovetsegeseikkel	1	1	2.704151
szovetsegesek	2	1	2.704151
szovetsegeseket	1	1	2.704151
szovetsegesekre	1	1	2.704151
szovetsegeseve	1	1	2.704151
szovetseget	4	3	2.227029
szovetsegevel	1	1	2.704151
szovetseggel	2	2	2.403121
szovetseghez	1	1	2.704151
szovetsegi	15	8	1.801061
szovetsegielnokenek	1	1	2.704151
szovetsegnek	1	1	2.704151
szovetsegre	3	2	2.403121
szovetsegvezetoinek	1	1	2.704151
szovevenyboncolgatasara	1	1	2.704151
szovivo	10	8	1.801061
szovivocsutortoki	1	1	2.704151
szovivoje	10	9	1.749908
szovjet	36	17	1.473702
szovjetb	1	1	2.704151
szovjetellenesseg	1	1	2.704151
szovjetes	1	1	2.704151
szovjetet	1	1	2.704151
szovjethatalmat	1	1	2.704151
szovjethuseget	1	1	2.704151
szovjetmodszerekkel	1	1	2.704151
szovjetpart	1	1	2.704151
szovjetteruleteket	1	1	2.704151
szovjetuni	2	1	2.704151
szovjetunio	4	4	2.102091
szovjetunioba	2	2	2.403121
szovjetunioban	1	1	2.704151
szovjetuniobol	1	1	2.704151
szovjetunioval	1	1	2.704151
szovjetvalamennyiun	1	1	2.704151
szozatom	1	1	2.704151
szozuhatagban	1	1	2.704151
szpe	1	1	2.704151
szponzor	1	1	2.704151
szponzorabolaz	1	1	2.704151
szponzorainak	1	1	2.704151
szponzoralasi	1	1	2.704151
szponzoralt	1	1	2.704151
szponzornak	1	1	2.704151
szponzorok	1	1	2.704151
szponzoroktol	1	1	2.704151
szrev	1	1	2.704151
szrvezeteinek	1	1	2.704151
szs	4	2	2.403121
szsid	1	1	2.704151
szt	13	3	2.227029
szta	1	1	2.704151
sztag	1	1	2.704151
sztags	1	1	2.704151
sztaki	2	2	2.403121
sztalin	10	6	1.925999
sztaline	1	1	2.704151
sztalini	1	1	2.704151
sztalinista	1	1	2.704151
sztanyiszlav	1	1	2.704151
sztari	1	1	2.704151
sztarja	1	1	2.704151
sztarnak	1	1	2.704151
sztarolnak	1	1	2.704151
sztarolt	1	1	2.704151
sztarujsagirojat	1	1	2.704151
sztenderd	1	1	2.704151
sztet	2	1	2.704151
sztettek	1	1	2.704151
sztorok	1	1	2.704151
sztrajk	14	7	1.859052
sztrajkba	1	1	2.704151
sztrajkcsak	1	1	2.704151
sztrajkfenyegetessel	2	1	2.704151
sztrajkja	1	1	2.704151
sztrajkok	1	1	2.704151
sztrajkokat	2	1	2.704151
sztrajkolok	1	1	2.704151
sztrajkot	5	4	2.102091
sztvev	5	3	2.227029
sztyeppere	1	1	2.704151
szu	3	3	2.227029
szubjektiv	2	2	2.403121
szubjektive	1	1	2.704151
szubregionalis	3	1	2.704151
szucs	1	1	2.704151
szucsistvan	1	1	2.704151
szudeta	1	1	2.704151
szueloknek	1	1	2.704151
szufficites	1	1	2.704151
szuggeralna	1	1	2.704151
szugyig	1	1	2.704151
szuk	11	10	1.704151
szukcsoportjanal	1	1	2.704151
szukiteni	2	2	2.403121
szukitette	1	1	2.704151
szukitettek	1	1	2.704151
szukitik	1	1	2.704151
szukito	1	1	2.704151
szukolkodo	2	2	2.403121
szukoskoltsegvetesebol	1	1	2.704151
szukseg	46	24	1.323939
szuksege	13	11	1.662758
szuksegeaz	1	1	2.704151
szuksegeltetik	1	1	2.704151
szukseges	44	27	1.272787
szuksegeses	1	1	2.704151
szuksegeseten	1	1	2.704151
szuksegesnek	13	12	1.624969
szuksegesnektartjak	1	1	2.704151
szuksegesnekutankozolni	1	1	2.704151
szuksegessegere	1	1	2.704151
szuksegessegerol	2	2	2.403121
szuksegesseget	3	3	2.227029
szuksegestoket	1	1	2.704151
szuksegesztendo	1	1	2.704151
szukseget	1	1	2.704151
szuksegetlen	1	1	2.704151
szuksegevan	1	1	2.704151
szuksegletek	1	1	2.704151
szuksegleteket	1	1	2.704151
szuksegleteknek	1	1	2.704151
szuksegnek	1	1	2.704151
szuksegszeru	2	1	2.704151
szuksegszerubb	1	1	2.704151
szuksegszeruenegyetertettek	1	1	2.704151
szuksegszeruseg	4	3	2.227029
szukseguk	4	4	2.102091
szuksegunk	2	2	2.403121
szukul	1	1	2.704151
szul	2	2	2.403121
szulei	2	2	2.403121
szuleim	1	1	2.704151
szuleimtol	1	1	2.704151
szuleinek	1	1	2.704151
szuleinel	1	1	2.704151
szulemenyei	1	1	2.704151
szules	1	1	2.704151
szulesi	1	1	2.704151
szulest	2	2	2.403121
szuleszorvost	1	1	2.704151
szuletendo	1	1	2.704151
szuletes	1	1	2.704151
szuletesek	1	1	2.704151
szuletesenek	1	1	2.704151
szuletesnapjan	1	1	2.704151
szuletesre	1	1	2.704151
szuletesu	2	1	2.704151
szuletett	24	18	1.448878
szuletettek	1	1	2.704151
szuletettkisdedet	1	1	2.704151
szuletetttervek	1	1	2.704151
szulethet	1	1	2.704151
szulethetnek	1	1	2.704151
szulethettek	1	1	2.704151
szuletik	1	1	2.704151
szuletikmegallapodas	1	1	2.704151
szuletnek	6	5	2.005181
szuletni	1	1	2.704151
szulettek	5	5	2.005181
szulettem	3	3	2.227029
szulik	1	1	2.704151
szuljek	1	1	2.704151
szulnek	2	2	2.403121
szulofoldjukon	1	1	2.704151
szulofoldunketakarja	1	1	2.704151
szulofoldunketonkenyesen	1	1	2.704151
szuloje	1	1	2.704151
szulok	10	7	1.859052
szuloket	3	3	2.227029
szuloknel	1	1	2.704151
szulokre	1	1	2.704151
szuloorszagarol	1	1	2.704151
szulootthonokat	1	1	2.704151
szulotte	1	1	2.704151
szulovakiai	1	1	2.704151
szult	1	1	2.704151
szulte	1	1	2.704151
szultek	1	1	2.704151
szunet	1	1	2.704151
szunete	1	1	2.704151
szuneteben	3	2	2.403121
szunik	1	1	2.704151
szunnie	1	1	2.704151
szunoben	1	1	2.704151
szunt	3	3	2.227029
szuntek	1	1	2.704151
szuntelen	4	3	2.227029
