Token	Repeticiones	#Documentos
265056	1	1
429219	1	1
246274	1	1
208243	1	1
180493	1	1
68542	1	1
629616	1	1
147178	1	1
916874	1	1
176987	1	1
173411	1	1
137607	1	1
38623	1	1
32858	1	1
221238	1	1
134190	1	1
134813	1	1
120727	1	1
93095	1	1
310943	1	1
177269	1	1
176939	1	1
186617	1	1
1296895	1	1
208761	1	1
61436	1	1
94924	1	1
171757	1	1
183717	1	1
701713	1	1
715148	1	1
87298	1	1
584421	1	1
432827	1	1
398339	1	1
5430783	1	1
327035	1	1
2279982	1	1
169860	1	1
1790506	1	1
2142631	1	1
143412	1	1
518103	1	1
255568	1	1
445761	1	1
317437	1	1
16627	1	1
841971	1	1
290201	1	1
277791	1	1
76685	1	1
253210	1	1
2800	1	1
4170542	1	1
868	1	1
49788	1	1
24698	1	1
77895	1	1
84674	1	1
559510	1	1
8758591	1	1
246268	1	1
879168	1	1
1161900	1	1
2298349	1	1
378107	1	1
1130396	1	1
1038098	1	1
3069	2	1
707145	1	1
160919	1	1
946399	1	1
41893	2	2
258286	1	1
950212	1	1
441138	1	1
3410086	1	1
542190	1	1
185837	1	1
836448	1	1
759650	1	1
1088384	1	1
138222	2	2
344922	1	1
694023	1	1
102350	1	1
326545	1	1
175325	1	1
62416	1	1
226667	1	1
438444	1	1
1009433	1	1
2252230	1	1
1137023	1	1
136670	1	1
63257	2	2
997893	1	1
144662	1	1
263536	1	1
25627	1	1
1496716	1	1
38726	1	1
82156	1	1
520114	1	1
161860	1	1
454972	1	1
9307	1	1
43159	1	1
95847	1	1
73173	1	1
606024	1	1
1520163	1	1
198351	1	1
95937	1	1
196988	1	1
102416	1	1
287107	1	1
95913	1	1
271477	1	1
476949	1	1
186385	1	1
105688	1	1
328883	1	1
99873	1	1
222923	1	1
53459	1	1
11067	1	1
6967	1	1
159914	1	1
105244	1	1
1175344	1	1
276428	1	1
234963	1	1
288914	1	1
98192	1	1
190813	1	1
220249	1	1
509871	1	1
93609	1	1
122943	1	1
284729	1	1
260646	1	1
688564	1	1
443627	1	1
247134	1	1
360242	1	1
237369	1	1
984487	1	1
754884	1	1
134955	1	1
199375	1	1
171599	1	1
199634	1	1
128848	1	1
22906	1	1
338641	1	1
3567	1	1
1773357	1	1
800090	1	1
853196	1	1
3811901	1	1
1952228	1	1
500726	1	1
625417	1	1
195374	1	1
156367	1	1
824016	1	1
487710	1	1
811576	1	1
958222	1	1
156105	1	1
63994	1	1
33526	1	1
414688	1	1
208544	1	1
35998	1	1
4553703	1	1
309930	1	1
328882	1	1
76417	1	1
207187	1	1
611855	1	1
210761	1	1
18713	1	1
98135	1	1
759281	1	1
8171	1	1
47629	1	1
113872	1	1
5521008	1	1
342819	1	1
73897	1	1
673864	1	1
2346693	1	1
1180296	1	1
9897	3	3
431565	1	1
186364	1	1
442808	1	1
285054	1	1
318467	1	1
85928	1	1
70845	1	1
1468584	1	1
201362	1	1
45324	1	1
599183	1	1
616906	1	1
230698	1	1
383815	1	1
587743	1	1
19462	2	2
4077594	1	1
507710	1	1
45393	1	1
1346139	1	1
341425	1	1
229621	1	1
763862	1	1
77981	1	1
80873	1	1
34913	1	1
379506	1	1
73094	1	1
92793	1	1
48742	1	1
1580334	1	1
446916	1	1
347950	1	1
410685	1	1
18189	1	1
668621	1	1
209633	1	1
180511	1	1
74069	1	1
1749456	1	1
310674	1	1
240206	1	1
305023	1	1
12154	1	1
278330	1	1
75692	1	1
124065	1	1
1052483	1	1
614188	1	1
482475	1	1
1000736	1	1
1150443	1	1
722451	1	1
113871	1	1
160939	1	1
105696	1	1
152294	1	1
164376	1	1
223195	1	1
359016	1	1
354558	1	1
286683	1	1
284911	1	1
248193	1	1
64075	1	1
2209254	1	1
127640	1	1
88243	1	1
159059	1	1
172154	1	1
64037	1	1
483155	1	1
125502	1	1
241857	1	1
772598	1	1
920220	1	1
167353	1	1
106471	1	1
241029	1	1
749031	1	1
62805	1	1
14759	2	2
104902	1	1
75876	1	1
201079	1	1
196337	1	1
993595	1	1
541649	1	1
199659	1	1
20976	1	1
1460403	1	1
585520	1	1
336979	1	1
27906	1	1
9332	3	2
100687	1	1
50300	1	1
250741	1	1
32681	1	1
442328	1	1
166871	1	1
85671	1	1
26010	1	1
586100	1	1
115291	1	1
280234	1	1
569140	1	1
117147	1	1
644939	1	1
135062	1	1
71968	1	1
336341	1	1
279582	1	1
516852	1	1
258334	1	1
92416	1	1
72981	1	1
52040	1	1
205474	1	1
228442	1	1
19476	1	1
134610	1	1
49061	1	1
6216	1	1
255306	1	1
212033	1	1
143550	1	1
332259	1	1
170824	1	1
595532	1	1
131976	1	1
153520	1	1
25540	1	1
620283	1	1
200888	1	1
84081	1	1
685891	1	1
133719	1	1
347874	1	1
61607	1	1
850373	1	1
40047	1	1
74510	1	1
216343	1	1
449950	1	1
116093	1	1
114743	1	1
393359	1	1
1450524	1	1
218853	1	1
202027	1	1
240422	1	1
817197	1	1
376843	1	1
39414	2	2
636469	1	1
719974	1	1
666549	1	1
80462	1	1
987740	1	1
47366	1	1
87809	1	1
306929	1	1
153299	1	1
565384	1	1
479868	1	1
210245	1	1
90743	1	1
199470	1	1
174106	1	1
244683	1	1
384551	1	1
135177	2	2
237544	1	1
163669	1	1
30776	1	1
60134	1	1
11853	1	1
74560	1	1
177959	1	1
115664	1	1
2807200	1	1
2408960	1	1
135551	1	1
1369305	1	1
400549	1	1
146268	1	1
74087	1	1
979675	1	1
592618	1	1
317619	1	1
215493	1	1
4612788	1	1
1901852	1	1
524843	1	1
337881	1	1
1301395	1	1
95192	1	1
522397	1	1
312719	1	1
86641	1	1
349243	1	1
822825	1	1
918250	1	1
273052	1	1
13569	1	1
170393	1	1
23294	1	1
276539	1	1
2335168	1	1
618327	1	1
9423	1	1
698708	1	1
117169	1	1
6101	1	1
99367	1	1
49471	1	1
9677	6	2
23147	1	1
42483	1	1
166751	1	1
287798	1	1
73754	1	1
28985	1	1
39126	1	1
462025	1	1
259227	1	1
433038	1	1
147265	1	1
93750	1	1
207307	1	1
160665	1	1
30164	1	1
282189	1	1
274208	1	1
35717	1	1
28852	1	1
16380	1	1
34733	1	1
474732	1	1
280160	1	1
78790	1	1
17928	2	1
126369	1	1
33999	1	1
18057	1	1
1384384	1	1
372959	1	1
20733	1	1
746041	1	1
437170	1	1
369571	1	1
32611	1	1
253773	1	1
73685	1	1
60464	1	1
122016	1	1
61857	1	1
274047	1	1
118726	1	1
66448	1	1
90488	1	1
88374	1	1
39699	1	1
26692	2	2
28762	1	1
3199971	1	1
2242532	1	1
1976078	1	1
355909	1	1
135704	1	1
6235	1	1
393339	1	1
207575	1	1
26544	1	1
5944	1	1
157059	1	1
103009	1	1
172233	1	1
209701	1	1
115341	1	1
264889	1	1
133348	1	1
111553	1	1
35312	1	1
273892	1	1
24710	1	1
223151	1	1
123525	1	1
15598	1	1
33453	2	2
101158	1	1
378176	1	1
314989	1	1
27568	1	1
104710	1	1
221844	1	1
97854	1	1
3626597	1	1
372	1	1
106553	1	1
81399	1	1
116191	1	1
80773	1	1
98734	1	1
102690	1	1
198481	1	1
115018	1	1
25420	1	1
24657	1	1
1842095	1	1
30064	1	1
124395	1	1
57720	1	1
54849	1	1
71508	1	1
1478824	1	1
214955	1	1
88774	1	1
37207	1	1
18736	1	1
29222	1	1
266854	2	2
55325	1	1
7689	1	1
957653	1	1
80141	1	1
65136	1	1
64931	1	1
17013	4	3
38411	1	1
199817	1	1
233524	1	1
522928	1	1
463535	1	1
28680	1	1
251014	1	1
204559	1	1
277950	1	1
69568	1	1
7260	1	1
1454035	1	1
140577	1	1
106730	1	1
358787	1	1
854765	1	1
520195	1	1
13774	1	1
19568	1	1
189978	1	1
204547	1	1
38854	1	1
130284	1	1
236854	1	1
33441	1	1
16326	1	1
10122	1	1
42939	1	1
653319	1	1
682443	1	1
143308	1	1
231651	1	1
23947	1	1
6496	1	1
1091892	1	1
8214	1	1
204247	1	1
437645	1	1
663722	1	1
265830	1	1
692723	1	1
319450	1	1
299584	1	1
40392	1	1
530427	1	1
18481	1	1
77948	1	1
734574	1	1
52232	1	1
191751	1	1
19811	4	3
5641976	1	1
177767	1	1
241217	1	1
119626	1	1
237380	1	1
50045	1	1
146664	1	1
58959	1	1
553850	1	1
1481145	1	1
266741	1	1
232094	1	1
1304317	1	1
51806	1	1
862082	1	1
241295	1	1
94530	1	1
337652	1	1
8860	1	1
527028	1	1
14867	1	1
3267661	1	1
104477	1	1
60417	5	3
109035	1	1
230866	1	1
1011240	1	1
4872	1	1
186330	1	1
7300	1	1
85743	1	1
456218	1	1
17825	2	2
293610	1	1
81205	1	1
228555	1	1
62760	1	1
218560	1	1
24801	1	1
164238	1	1
153410	1	1
26769	1	1
17165	1	1
255269	1	1
786654	1	1
208425	1	1
1087290	1	1
121158	1	1
1391806	1	1
77061	1	1
2363668	1	1
468877	1	1
71123	1	1
4353	1	1
433899	1	1
60775	1	1
5179	1	1
381857	1	1
81426	1	1
1062405	1	1
791	1	1
103268	2	2
18936	1	1
784547	1	1
3667126	1	1
866440	1	1
43224	1	1
284744	1	1
218837	1	1
135145	1	1
1686290	1	1
81210	1	1
402186	2	2
306653	1	1
54927	1	1
210011	1	1
2084	1	1
83739	1	1
272907	1	1
161439	1	1
226139	1	1
211923	1	1
295051	1	1
378048	1	1
65733	1	1
224766	1	1
132912	1	1
199435	1	1
7208	1	1
239886	1	1
71631	1	1
897334	1	1
9103	1	1
1749542	1	1
674529	1	1
28902	1	1
41108	1	1
238646	1	1
425390	1	1
295695	1	1
35230	1	1
10843	1	1
61500	1	1
37799	2	2
74502	2	2
683534	1	1
172627	1	1
77122	1	1
612152	1	1
35234	1	1
60104	1	1
1342391	1	1
1900838	1	1
49467	1	1
3486	1	1
242315	1	1
20385	1	1
74894	1	1
10755	1	1
54518	1	1
202779	1	1
1104765	1	1
37480	5	3
212366	1	1
74336	1	1
590686	1	1
89679	1	1
8251	1	1
26230	1	1
303423	1	1
79361	1	1
669737	1	1
121387	1	1
120465	1	1
774	1	1
1570	1	1
48402	1	1
52175	1	1
22160	1	1
937105	1	1
195929	1	1
504537	1	1
10227	1	1
1327994	1	1
37738	1	1
210187	1	1
27865	1	1
201143	1	1
314835	1	1
187998	1	1
163534	1	1
1559109	1	1
29920	2	2
21533	1	1
31974	1	1
118360	1	1
5952478	1	1
142931	1	1
131036	1	1
72540	1	1
150278	1	1
66119	1	1
214209	1	1
25447	1	1
98364	1	1
9147	1	1
582135	1	1
67556	1	1
21730	1	1
23056	1	1
36458	1	1
18996	1	1
754101	1	1
439749	1	1
344099	1	1
34028	1	1
612343	1	1
243735	1	1
296778	1	1
83407	1	1
218453	2	2
7121419	1	1
279300	1	1
598072	1	1
734949	1	1
77430	1	1
339099	1	1
19540	1	1
809516	1	1
2568816	1	1
1210396	1	1
4993524	1	1
105510	1	1
71810	1	1
632253	1	1
99902	1	1
132148	1	1
49505	1	1
100724	1	1
558750	1	1
1749516	1	1
3954	1	1
14767	2	2
70742	1	1
15670	1	1
2786510	1	1
27396	1	1
80926	1	1
1226033	1	1
10917	3	3
4958563	1	1
14658	1	1
113067	1	1
17937	1	1
328423	1	1
30727	1	1
227316	1	1
44927	1	1
354941	1	1
42168	1	1
26261	1	1
12064	1	1
249627	1	1
18029	1	1
382967	1	1
121060	1	1
13208	2	2
20700	1	1
163882	1	1
164815	1	1
32035	4	3
61848	1	1
90087	1	1
12205	1	1
82747	1	1
106295	1	1
48912	1	1
64981	1	1
109148	1	1
29961	1	1
288558	1	1
354870	1	1
102362	1	1
100577	1	1
42800	1	1
316944	1	1
21990	1	1
7299610	1	1
859	1	1
78503	1	1
56435	1	1
48996	1	1
111237	1	1
99791	1	1
133069	1	1
216046	1	1
58287	1	1
242363	2	2
770595	1	1
33148	1	1
54967	1	1
311054	1	1
146622	1	1
36534	1	1
25078	1	1
547379	1	1
133906	1	1
169787	1	1
57602	1	1
165710	1	1
19732	1	1
606994	1	1
1005211	1	1
49450	1	1
25328	1	1
352015	1	1
264324	1	1
998217	1	1
7550	3	2
90489	1	1
130656	1	1
89042	1	1
234000	1	1
250391	1	1
37338	1	1
97663	1	1
146613	2	2
70765	1	1
345532	1	1
6721	1	1
5138587	1	1
80494	1	1
204367	1	1
37114	1	1
19336	1	1
25098	1	1
30552	1	1
117949	1	1
24528	1	1
2974676	1	1
711932	1	1
325659	1	1
1016868	1	1
194354	1	1
75908	1	1
40876	1	1
342081	1	1
86377	1	1
567931	1	1
155569	1	1
176477	1	1
70793	1	1
21089	1	1
2160	2	2
109680	1	1
86860	1	1
122556	1	1
49698	1	1
132352	1	1
614165	1	1
34703	1	1
172332	1	1
104824	1	1
29619	1	1
40403	1	1
52909	1	1
435190	1	1
72271	1	1
9852	1	1
83956	1	1
60565	1	1
43993	1	1
30894	1	1
43545	1	1
70988	2	2
427911	1	1
9347	1	1
22920	1	1
8256297	1	1
104917	1	1
11052	1	1
27096	1	1
81942	1	1
64046	1	1
194074	1	1
83239	1	1
421576	1	1
150411	1	1
173976	1	1
47855	1	1
31117	2	2
312262	1	1
67471	1	1
164983	1	1
69941	2	2
387779	1	1
344972	1	1
13544	1	1
15009	1	1
81532	1	1
378604	1	1
3648651	1	1
75605	1	1
566440	1	1
30400	2	2
182331	1	1
4592	1	1
37008	1	1
61639	1	1
110597	1	1
14775	1	1
23223	1	1
6973	2	1
212877	1	1
15989	1	1
267695	1	1
256171	1	1
142468	1	1
108286	1	1
128615	1	1
139269	1	1
51622	1	1
352713	1	1
373662	1	1
69105	1	1
67597	1	1
2289	1	1
25422	1	1
121059	1	1
84328	1	1
33298	1	1
9986	1	1
221903	1	1
609790	1	1
142855	1	1
198225	1	1
8729	1	1
1262342	1	1
27900	1	1
531934	1	1
89629	1	1
72650	1	1
67817	1	1
60236	1	1
85135	1	1
212920	1	1
446200	1	1
523738	1	1
181619	1	1
451031	1	1
33189	1	1
27983	1	1
17429	1	1
119635	1	1
97737	1	1
157300	1	1
79085	1	1
30565	1	1
63615	1	1
905640	1	1
30610	2	2
137860	1	1
81363	1	1
50141	1	1
68357	1	1
62502	1	1
291967	1	1
451723	1	1
252831	1	1
45409	1	1
251977	1	1
532534	1	1
64672	1	1
8516	1	1
76418	1	1
1263265	1	1
928731	1	1
300962	1	1
8249	1	1
997518	1	1
71842	1	1
80679	1	1
36354	1	1
876442	1	1
8569	1	1
125947	1	1
71984	1	1
171913	1	1
337471	2	2
6993	1	1
89470	1	1
529763	1	1
62740	1	1
118463	1	1
851650	1	1
63180	1	1
108564	1	1
40401	1	1
152251	1	1
521213	1	1
94181	1	1
125470	1	1
153275	1	1
7655	1	1
826513	1	1
37962	2	2
338214	1	1
60531	2	2
68807	1	1
132665	1	1
14888	1	1
266130	1	1
25904	1	1
40977	1	1
3374	1	1
8781	1	1
20792	1	1
1976850	1	1
224316	1	1
114728	1	1
5365	1	1
133392	1	1
78905	1	1
135680	1	1
143512	1	1
264501	1	1
144834	1	1
116040	1	1
155341	1	1
336499	1	1
141498	1	1
14892	1	1
24701	1	1
29301	1	1
32073	1	1
101134	1	1
4596	1	1
30761	1	1
132854	1	1
258181	1	1
333302	1	1
105234	1	1
18294	2	2
235772	1	1
152665	1	1
64865	1	1
34327	2	2
129692	1	1
133943	1	1
361415	1	1
38452	1	1
47287	1	1
131302	1	1
47095	1	1
182333	1	1
107926	1	1
794758	1	1
320645	1	1
249934	1	1
80394	2	2
74450	1	1
203379	1	1
1606334	1	1
13737	1	1
291564	1	1
77641	1	1
2002309	1	1
495235	1	1
42074	1	1
58422	1	1
748250	1	1
148145	1	1
112198	1	1
1487873	1	1
380956	1	1
113731	1	1
3661293	1	1
169910	1	1
62443	2	2
1571098	1	1
264380	1	1
445935	1	1
2647960721	1	1
13935	1	1
82748773	1	1
119487856	1	1
15494	1	1
66561518	1	1
11334	1	1
58589057	1	1
8906	1	1
98827297	1	1
17289	1	1
99471615	1	1
17513	1	1
96341716	1	1
89589104	1	1
17702	1	1
104073374	1	1
16558	1	1
91221423	1	1
11209	1	1
64390551	1	1
11895	1	1
115303173	1	1
18623	1	1
111872575	1	1
17952	1	1
105744041	1	1
18545	1	1
116338747	1	1
17931	1	1
100275647	1	1
49584410	1	1
9832	1	1
50787096	1	1
8691	1	1
95157676	1	1
17096	1	1
114962908	1	1
18120	1	1
99618791	1	1
17535	1	1
86104629	1	1
15284	1	1
80467743	1	1
14255	1	1
60672062	1	1
10015	1	1
48991091	1	1
7804	1	1
40916914	1	1
7927	1	1
72050107	1	1
84010920	1	1
14873	1	1
94039016	1	1
17411	1	1
93124731	1	1
16317	1	1
67679825	1	1
12543	1	1
56683128	1	1
10674	1	1
108105681	1	1
19427	1	1
95836488	1	1
15553	1	1
77604993	1	1
11328	1	1
45127228	1	1
7547	1	1
41394866	1	1
5737	1	1
38329231	1	1
5044	1	1
31344140	1	1
5655	2	1
49583848	1	1
83018464	1	1
13390	1	1
99588692	1	1
17055	1	1
118397141	1	1
21607	1	1
145311825	1	1
23539	1	1
162115064	1	1
25183	1	1
133148651	1	1
25828	1	1
140603076	1	1
26121	2	1
159294475	1	1
28585	1	1
164043565	1	1
28395	1	1
146183528	1	1
24727	1	1
144073209	1	1
22743	1	1
120995584	1	1
20396	1	1
127970580	1	1
21578	1	1
135128569	1	1
22497	1	1
148000835	1	1
23642	1	1
132760988	1	1
74582	2	1
301050	1	1
878377	1	1
36649140	1	1
3422	1	1
3624802	1	1
154309	2	1
100382	3	2
19620	2	1
5748839	1	1
53001623	1	1
9145	1	1
1436102	1	1
582780	1	1
92900	1	1
537583	2	1
487331	1	1
15834227	1	1
1156	1	1
1485301	1	1
393432	2	1
59203	1	1
2076991	1	1
709492	1	1
8821866	1	1
1064	1	1
86428	2	1
3996531	1	1
1636185	1	1
4646984	1	1
67759	2	1
390012	1	1
2835628	1	1
367914	1	1
9209939	1	1
13027	20	2
1560477	1	1
8922997	1	1
103796	2	1
11806952	1	1
1629	1	1
11635436	1	1
31354	1	1
12257	1	1
1410135	1	1
115000	2	1
636592	1	1
8816971	1	1
6124939	1	1
8053791	1	1
1210	1	1
2138400	1	1
572	1	1
216869	1	1
1614718	1	1
340027	1	1
1689977	1	1
15848	1	1
15528354	1	1
1762	2	2
18046545	1	1
12337	1	1
11928	1	1
517844	1	1
28550	1	1
84944	2	1
1892408	1	1
38769	2	1
12031023	1	1
2410	1	1
28031491	1	1
4142	1	1
76673	2	1
8165814	1	1
963910989	1	1
164312	1	1
279772932	1	1
30703561	1	1
6317	1	1
148916	1	1
18666682	1	1
3191	1	1
482686685	1	1
86021	1	1
38633388	1	1
5629	1	1
196921	2	1
rom	2	2
2414406	1	1
44385025	1	1
8378	1	1
480326347	2	1
83007	2	1
122623	1	1
71412	1	1
88376	1	1
82582	1	1
67450	1	1
3204	1	1
81264	1	1
48546	1	1
1920584	1	1
146290	1	1
18147	2	2
118530	1	1
33504	1	1
6914	1	1
55057	1	1
496723	1	1
133618	1	1
66872	1	1
28785	70	2
121239	1	1
16135	3	1
684187	1	1
14394	1	1
355283	1	1
122969	1	1
31670	1	1
66335	1	1
38372	1	1
60870	1	1
1072916	1	1
106172	1	1
95812	1	1
54806	1	1
70239	1	1
120798	1	1
5262401	1	1
400351	1	1
199648	1	1
3202	2	1
165732	1	1
20652	1	1
173761	1	1
38154	1	1
119725	1	1
125397	1	1
176524	1	1
33801	1	1
16685	1	1
104417	1	1
161158	1	1
22860	1	1
177574	1	1
155588	1	1
28211	3	2
203869	1	1
47087	1	1
10385348	1	1
4562	1	1
29742	2	1
24405	1	1
140164	1	1
20823	22	2
158858	1	1
66598	1	1
49476	1	1
97784	1	1
1422193	1	1
42185	1	1
152150	1	1
445141	1	1
31634	1	1
60175	4	1
92838	1	1
51910	1	1
123462	1	1
56837	1	1
552411	1	1
120698	1	1
130530	1	1
12099	1	1
322898	1	1
12855	5	2
212970	1	1
46576	1	1
84192	1	1
37825	2	2
40328	1	1
65664	1	1
183917	1	1
63146	1	1
77459	1	1
132217	1	1
30384	1	1
146116	1	1
86681	1	1
49548	2	1
322466	1	1
67330	1	1
42911	1	1
6051	5	2
26257	1	1
20475	3	1
357918	1	1
17206	1	1
52921	1	1
89526	1	1
392148	1	1
6244165	1	1
16406	1	1
76074	1	1
24280	1	1
264547	1	1
52670	2	2
223398	1	1
378559	1	1
79369	1	1
52613	6	1
28234	2	2
40150	2	1
31264	1	1
2876222	1	1
152193	1	1
15103	1	1
190560	1	1
970	1	1
106616	1	1
10685	1	1
41759	1	1
860979	1	1
40287	1	1
63052	1	1
15853	1	1
1410637	1	1
11321	1	1
149035	1	1
29330	5	2
76608	1	1
108776	1	1
548874	1	1
1401202	1	1
785165	1	1
48778	1	1
25088	1	1
157002	1	1
109416	1	1
421779	1	1
181621	1	1
456548	1	1
5528	1	1
161257	1	1
204836	1	1
128519	1	1
826888	1	1
8889	1	1
11206	2	1
11235	1	1
27904	1	1
87291	1	1
54580	1	1
215061	1	1
465359	1	1
92160	1	1
78807	1	1
9785	1	1
1412682	1	1
8928	4	2
481975	1	1
62125	3	2
33142	2	1
25230	1	1
219265	1	1
163041	1	1
24965	1	1
12088	1	1
110214	1	1
95245	1	1
13664	1	1
95978	1	1
641946	1	1
48069	1	1
250785	1	1
1623373	1	1
79195	1	1
143903	1	1
59569	2	1
48132	1	1
431045	1	1
480940	1	1
15561	1	1
6396	1	1
34024	1	1
27444	1	1
84636	1	1
4483175	1	1
294640	1	1
86233	1	1
5801	1	1
64644	1	1
190772	1	1
347622	1	1
9493	1	1
93944	1	1
30244	1	1
675630	1	1
14181	1	1
760311	1	1
328264	1	1
197323	1	1
74098	1	1
103264	1	1
73016	1	1
98938	1	1
178719	1	1
1120	1	1
189983	1	1
365275	1	1
123734	1	1
208861	1	1
65577	2	2
71618	1	1
354435	1	1
174169	1	1
178937	1	1
42055	1	1
65847	1	1
304751	1	1
20217	8	1
29638	1	1
579776	1	1
2417926	1	1
3984	1	1
29452	1	1
17076	2	2
71457	1	1
7463	3	2
200159	1	1
1092008	1	1
233317	1	1
15234	1	1
51549	1	1
669970	1	1
116079	1	1
8129	1	1
18787	1	1
76437	1	1
112003	1	1
105468	1	1
22881	1	1
44518	1	1
162452	1	1
76377	1	1
40900	1	1
199682	1	1
216227	1	1
124610	1	1
345815	1	1
16456	1	1
39718	3	2
616057	1	1
2887732	1	1
403953	1	1
3013	1	1
133330	1	1
401646	1	1
413503	1	1
101535	1	1
83231	1	1
138365	1	1
29281	5	2
133611	1	1
60203	1	1
131229	1	1
66694	1	1
133300	1	1
56097	1	1
170184	1	1
161065	1	1
164424	1	1
294750	1	1
35052	1	1
29006	1	1
300557	1	1
733215	1	1
40040	1	1
886378	1	1
178899	1	1
41646	2	2
20698	1	1
458587	1	1
24525	1	1
207328	1	1
215015	1	1
93202	1	1
262047	1	1
228608	1	1
67920	1	1
63106	1	1
183650	1	1
547382	1	1
33266	1	1
681536	1	1
73764	1	1
37588	1	1
17729	1	1
55386	1	1
64897	1	1
72925	1	1
70762	1	1
566014	1	1
62417	1	1
28443	5	2
1887295	1	1
164915	1	1
20167	2	1
584804	1	1
936917	1	1
98770	1	1
5269	1	1
71983	1	1
409041	1	1
48589	1	1
1477795	1	1
18696	1	1
97411	1	1
8407	1	1
5714	3	1
620374	1	1
156840	1	1
137285	1	1
45438	1	1
8486	1	1
98558	1	1
178108	1	1
92398	1	1
332502	1	1
259224	1	1
1343673	1	1
179474	1	1
21236	1	1
39891	1	1
32806	1	1
82927	1	1
1221855	1	1
29484	1	1
107360	1	1
36272	1	1
39462	1	1
66418	1	1
143922	1	1
381128	1	1
125554	1	1
17327	2	2
35754	1	1
61800	1	1
51880	1	1
234160	1	1
31636	1	1
2243	3	2
15520	1	1
2882	1	1
73260	1	1
432509	1	1
14871	1	1
44636	1	1
294096	1	1
3614	1	1
43509	1	1
24804	1	1
300604	1	1
60223	2	2
45736	1	1
16747	1	1
5302	1	1
81004	1	1
228902	1	1
577131	1	1
1997432	1	1
53106	4	2
852113	1	1
130568	1	1
18912	1	1
19205	1	1
111136	1	1
162411	1	1
117024	1	1
156790	1	1
154099	1	1
157640	1	1
99534	1	1
655683	1	1
1450013	1	1
70709	2	1
41592	1	1
80778	1	1
68789	1	1
574078	1	1
219264	1	1
1649308	1	1
129332	1	1
195742	1	1
60143	1	1
88332	1	1
263302	1	1
401105	1	1
96576	1	1
19534	1	1
368073	1	1
71501	1	1
258151	1	1
131034	1	1
239224	1	1
2132716	1	1
468	1	1
182910999	1	1
34533	1	1
39042	1	1
257825	1	1
128588	1	1
11507	2	2
27729	1	1
222267	1	1
413851	1	1
163145	1	1
535331	1	1
653447	1	1
189910	1	1
9040	35	2
304784	1	1
141846	1	1
81681	1	1
38611	1	1
16775	5	2
2650217	1	1
4559659	1	1
146021	1	1
102844	1	1
96366	1	1
5770383	1	1
1030	1	1
612243	1	1
81514	1	1
96938	1	1
185926	1	1
37298	1	1
78748	1	1
65018	3	1
1886315	1	1
27452	1	1
240968	1	1
95293	1	1
73822	1	1
38708	1	1
32567	35	2
710471	1	1
124145	1	1
19291	1	1
103350	1	1
922886	1	1
111899	1	1
1067569	1	1
8745	1	1
304317	1	1
203436	1	1
1722399	1	1
125497	1	1
67714	1	1
82388	1	1
15611	2	1
36316	1	1
23114	1	1
559149	1	1
5501	1	1
2956847	1	1
283356	1	1
178829	1	1
101102	2	2
88505	1	1
342930	1	1
612636	1	1
202322	1	1
608878	1	1
358003	1	1
727323	1	1
219380	1	1
557951	1	1
328380	1	1
165725	1	1
51971	2	2
53216	2	1
87713	1	1
160434	1	1
328879	1	1
63582	1	1
216740	1	1
8611	1	1
449767	1	1
5104533	1	1
100410	1	1
331655	1	1
63425	1	1
667255	1	1
154198	1	1
30929	1	1
3741	3	1
36074	1	1
236780	1	1
122331	1	1
27131	1	1
24463	1	1
28079	1	1
1643238	1	1
2054397	1	1
402	1	1
22322	8	1
9152	1	1
318661	1	1
364177	1	1
331263	1	1
100795	1	1
2614	1	1
30197	1	1
11010	1	1
26171	2	1
101875	6	1
198314	1	1
18173	1	1
33001	1	1
73935	1	1
18488	1	1
72849	1	1
502607	1	1
172187	1	1
255447	1	1
149622	1	1
400911	1	1
210316	1	1
229338	1	1
64346	1	1
681495	1	1
825500	1	1
134318	1	1
63275	1	1
350367	1	1
26554	1	1
30166	1	1
25638	1	1
19949	1	1
44130	1	1
318030	1	1
831946	1	1
1235394	1	1
34553	1	1
137056	1	1
105044	1	1
32882	1	1
89210	1	1
332223	1	1
889684	1	1
74759	2	1
42606	1	1
33104	1	1
178048	1	1
101126	1	1
152290	1	1
115435	1	1
540620	1	1
6073	1	1
509117	1	1
7827	2	1
414299	1	1
2263116	1	1
167928	1	1
166531	1	1
133109	1	1
156170	1	1
2851895	1	1
187730	1	1
19596	4	1
4577978	1	1
267545	1	1
14471	1	1
605960	1	1
93736295	1	1
15839	1	1
1006542	1	1
2813	2	1
30748	1	1
88212	1	1
78693	1	1
211353	1	1
65110	1	1
1367470	1	1
943004	1	1
732745	1	1
5671	4	2
1530179	1	1
197749	1	1
77615	6	2
638014	1	1
26542	1	1
16414	1	1
70232	1	1
356940	1	1
20875	1	1
302823	1	1
6164240	1	1
1182	1	1
416494	1	1
52772	1	1
53014	3	1
52029	1	1
470	2	2
259157	1	1
22236	1	1
276365	1	1
106664	1	1
12686	1	1
26749	1	1
94873	2	1
370477	1	1
551229	1	1
46558	1	1
5125015	1	1
70572	1	1
378580	1	1
809666	1	1
1129870	1	1
19496	1	1
124430	1	1
44788	1	1
47417	1	1
609446	1	1
284020	1	1
40390	1	1
175374	1	1
308249	1	1
75190	1	1
515883	1	1
69448	1	1
76868	1	1
1781573	1	1
67194	1	1
156270	1	1
91966	1	1
73238	1	1
